key,variance,split
smile,0.8619567469693127,vg_verb
smoke,0.7907720162166334,vg_verb
sniff,0.9398903382119692,vg_verb
snog,0.9245629450797456,vg_verb
snow,0.7846644817001919,vg_verb
soar,0.770967386557141,vg_verb
solicit,0.806268605543179,vg_verb
solve,0.9194507428755869,vg_verb
spit,0.8556821516111175,vg_verb
sport,0.8844553609326119,vg_verb
spray,0.8686848364868065,vg_verb
spread,0.9422915910369204,vg_verb
spurt,0.8072185069310719,vg_verb
square,0.8115390599962116,vg_verb
squat,0.7151182509881298,vg_verb
squint,0.8360789042107496,vg_verb
stain,0.8184790278612684,vg_verb
stand,0.9229573138883422,vg_verb
state,0.8519669656931066,vg_verb
stay,0.9492988685749763,vg_verb
steel,0.8447341624993793,vg_verb
steer,0.8719365530337985,vg_verb
step,0.8882226541094295,vg_verb
stone,0.8820755452708918,vg_verb
store,0.8869618618718402,vg_verb
stretch,0.9060889305109833,vg_verb
string,0.8141821607074614,vg_verb
style,0.8780536189540508,vg_verb
suit,0.7470035154587408,vg_verb
supply,0.9388146298297043,vg_verb
surround,0.9311623326877686,vg_verb
suspend,0.8608174174315043,vg_verb
swerve,0.891145420652129,vg_verb
swim,0.7688615442223004,vg_verb
swing,0.6045130361782337,vg_verb
tag,0.871225141301514,vg_verb
talk,0.8265473763756507,vg_verb
target,0.8264092398173654,vg_verb
teach,0.8355204218042991,vg_verb
tend,0.9200833335452446,vg_verb
tether,0.8524841130514679,vg_verb
tie,0.9145324437898519,vg_verb
total,0.9003498647729508,vg_verb
train,0.8315085401762247,vg_verb
trash,0.8319862092888507,vg_verb
travel,0.8853284604486755,vg_verb
traverse,0.9381955400722268,vg_verb
trickle,0.6691961013654014,vg_verb
trot,0.8886374707853915,vg_verb
truck,0.496952614198308,vg_verb
try,0.8470788650815521,vg_verb
tuck,0.9320168430070059,vg_verb
twirl,0.8370423337715747,vg_verb
type,0.8500052965944592,vg_verb
undress,0.8769355052390975,vg_verb
urge,0.8166709919901948,vg_verb
use,0.9048266110372298,vg_verb
visit,0.8646366673024409,vg_verb
visualize,0.9200315309627825,vg_verb
vomit,0.7682849942657092,vg_verb
wag,0.8864156692037896,vg_verb
wait,0.8679871650477303,vg_verb
walk,0.8696317487377858,vg_verb
warn,0.8591617584917332,vg_verb
wash,0.9308245244129779,vg_verb
watch,0.8648420829761535,vg_verb
water,0.9192512626868472,vg_verb
wear,0.8560849376278914,vg_verb
wet,0.9143852998689431,vg_verb
whiten,0.9395036433637175,vg_verb
wipe,0.8354413771794893,vg_verb
work,0.8651887736350543,vg_verb
write,0.930900008452566,vg_verb
writhe,0.8996271009050009,vg_verb
yellow,0.91977819930516,vg_verb
